"ID","NOM","NOM_M","INSEE_COM","STATUT","POPULATION","INSEE_CAN","INSEE_ARR","INSEE_DEP","INSEE_REG","SIREN_EPCI"
"COMMUNE_0000000009749735","Belleydoux","BELLEYDOUX","01035","Commune simple",308,"14","4","01","84","200042935"
"COMMUNE_0000000009749968","Ceyzériat","CEYZERIAT","01072","Commune simple",3202,"07","2","01","84","200071751"
"COMMUNE_0000000009750940","Saint-Denis-en-Bugey","SAINT-DENIS-EN-BUGEY","01345","Commune simple",2245,"01","1","01","84","240100883"
"COMMUNE_0000000009750966","Saint-Bernard","SAINT-BERNARD","01339","Commune simple",1484,"21","2","01","84","200042497"
"COMMUNE_0000000009751729","Saint-Germain-les-Paroisses","SAINT-GERMAIN-LES-PAROISSES","01358","Commune simple",426,"04","1","01","84","200040350"
"COMMUNE_0000000009749549","Montrevel-en-Bresse","MONTREVEL-EN-BRESSE","01266","Commune simple",2576,"02","2","01","84","200071751"
"COMMUNE_0000000009750215","Chevillard","CHEVILLARD","01101","Commune simple",152,"10","4","01","84","200042935"
"COMMUNE_0000000009749336","Jayat","JAYAT","01196","Commune simple",1241,"02","2","01","84","200071751"
"COMMUNE_0000000009749293","Mijoux","MIJOUX","01247","Commune simple",299,"20","3","01","84","240100750"
"COMMUNE_0000000009749751","Viriat","VIRIAT","01451","Commune simple",6665,"05","2","01","84","200071751"
"COMMUNE_0000000009750942","Bettant","BETTANT","01041","Commune simple",748,"01","1","01","84","240100883"
"COMMUNE_0000000009749975","Vonnas","VONNAS","01457","Commune simple",3198,"23","2","01","84","200070555"
"COMMUNE_0000000009750476","Châtillon-sur-Chalaronne","CHATILLON-SUR-CHALARONNE","01093","Commune simple",4968,"08","2","01","84","200069193"
"COMMUNE_0000000009750697","Villette-sur-Ain","VILLETTE-SUR-AIN","01449","Commune simple",760,"07","2","01","84","200069193"
"COMMUNE_0000000009750938","Oncieu","ONCIEU","01279","Commune simple",77,"01","1","01","84","240100883"
"COMMUNE_0000000009750220","Ceignes","CEIGNES","01067","Commune simple",259,"16","4","01","84","200042935"
"COMMUNE_0000000009750226","Certines","CERTINES","01069","Commune simple",1514,"07","2","01","84","200071751"
"COMMUNE_0000000009749753","Polliat","POLLIAT","01301","Commune simple",2606,"02","2","01","84","200071751"
"COMMUNE_0000000009749119","Reyssouze","REYSSOUZE","01323","Commune simple",1018,"17","2","01","84","200071371"
"COMMUNE_0000000009750241","Thoissey","THOISSEY","01420","Commune simple",1664,"08","2","01","84","200070118"
"COMMUNE_0000000009750459","Poncin","PONCIN","01303","Commune simple",1696,"16","4","01","84","200029999"
"COMMUNE_0000000009750919","Seyssel","SEYSSEL","01407","Commune simple",1006,"10","1","01","84","200070852"
"COMMUNE_0000000009750953","Saint-Marcel","SAINT-MARCEL","01371","Commune simple",1221,"22","2","01","84","200069193"
"COMMUNE_0000000009751469","Saint-Maurice-de-Beynost","SAINT-MAURICE-DE-BEYNOST","01376","Commune simple",4066,"13","2","01","84","240100800"
"COMMUNE_0000000009750694","Ambronay","AMBRONAY","01007","Commune simple",2827,"01","1","01","84","240100883"
"COMMUNE_0000000009750957","Monthieux","MONTHIEUX","01261","Commune simple",681,"22","2","01","84","200069193"
"COMMUNE_0000000009751971","Brens","BRENS","01061","Commune simple",1133,"04","1","01","84","200040350"
"COMMUNE_0000002200276458","Valserhône","VALSERHONE","01033","Commune simple",16434,"03","4","01","84","240100891"
"COMMUNE_0000000009750481","Francheleins","FRANCHELEINS","01165","Commune simple",1586,"22","2","01","84","200070118"
"COMMUNE_0000000009749514","Ségny","SEGNY","01399","Commune simple",2145,"20","3","01","84","240100750"
"COMMUNE_0000000009748893","Curciat-Dongalon","CURCIAT-DONGALON","01139","Commune simple",444,"17","2","01","84","200071751"
"COMMUNE_0000000009749748","Meillonnas","MEILLONNAS","01241","Commune simple",1379,"18","2","01","84","200071751"
"COMMUNE_0000000009749344","Manziat","MANZIAT","01231","Commune simple",1948,"17","2","01","84","200071371"
"COMMUNE_0000000009750473","Saint-Georges-sur-Renon","SAINT-GEORGES-SUR-RENON","01356","Commune simple",203,"08","2","01","84","200069193"
"COMMUNE_0000000009749550","Malafretaz","MALAFRETAZ","01229","Commune simple",1226,"02","2","01","84","200071751"
"COMMUNE_0000000009750224","Tossiat","TOSSIAT","01422","Commune simple",1354,"07","2","01","84","200071751"
"COMMUNE_0000000009752241","Izieu","IZIEU","01193","Commune simple",220,"04","1","01","84","200040350"
"COMMUNE_0000000009750236","L'Abergement-Clémenciat","L'ABERGEMENT-CLEMENCIAT","01001","Commune simple",806,"08","2","01","84","200069193"
"COMMUNE_0000000009750709","Chaleins","CHALEINS","01075","Commune simple",1402,"22","2","01","84","200070118"
"COMMUNE_0000000009750227","Servas","SERVAS","01405","Commune simple",1273,"07","2","01","84","200071751"
"COMMUNE_0000000009751191","Souclin","SOUCLIN","01411","Commune simple",271,"11","1","01","84","240100883"
"COMMUNE_0000000009751457","Bénonces","BENONCES","01037","Commune simple",309,"11","1","01","84","240100883"
"COMMUNE_0000000009750195","Pougny","POUGNY","01308","Commune simple",803,"20","3","01","84","240100750"
"COMMUNE_0000000009749948","Confort","CONFORT","01114","Commune simple",693,"03","4","01","84","240100891"
"COMMUNE_0000000009751456","Sault-Brénaz","SAULT-BRENAZ","01396","Commune simple",987,"11","1","01","84","240100883"
"COMMUNE_0000000009749761","Pont-de-Veyle","PONT-DE-VEYLE","01306","Commune simple",1637,"23","2","01","84","200070555"
"COMMUNE_0000000009750474","La Chapelle-du-Châtelard","LA CHAPELLE-DU-CHATELARD","01085","Commune simple",397,"08","2","01","84","200069193"
"COMMUNE_0000000009749518","Lélex","LELEX","01210","Commune simple",231,"20","3","01","84","240100750"
"COMMUNE_0000000009751463","Saint-Jean-de-Niost","SAINT-JEAN-DE-NIOST","01361","Commune simple",1600,"11","1","01","84","240100883"
"COMMUNE_0000000009751209","Sainte-Croix","SAINTE-CROIX","01342","Commune simple",546,"12","2","01","84","240100610"
"COMMUNE_0000000009749976","Vandeins","VANDEINS","01429","Commune simple",714,"02","2","01","84","200071751"
"COMMUNE_0000000009749945","Péron","PERON","01288","Commune simple",2777,"20","3","01","84","240100750"
"COMMUNE_0000000009749957","Izernore","IZERNORE","01192","Commune simple",2272,"16","4","01","84","200042935"
"COMMUNE_0000000009751190","Torcieu","TORCIEU","01421","Commune simple",734,"01","1","01","84","240100883"
"COMMUNE_0000000009751192","Conand","CONAND","01111","Commune simple",133,"01","1","01","84","240100883"
"COMMUNE_0000000009750233","Romans","ROMANS","01328","Commune simple",606,"08","2","01","84","200069193"
"COMMUNE_0000000009751462","Blyes","BLYES","01047","Commune simple",1269,"11","1","01","84","240100883"
"COMMUNE_0000000009749731","Sergy","SERGY","01401","Commune simple",2209,"20","3","01","84","240100750"
"COMMUNE_0000000009750458","Saint-Alban","SAINT-ALBAN","01331","Commune simple",192,"16","4","01","84","200029999"
"COMMUNE_0000000009749972","Montracol","MONTRACOL","01264","Commune simple",1017,"02","2","01","84","200071751"
"COMMUNE_0000000009749516","Chevry","CHEVRY","01103","Commune simple",2226,"20","3","01","84","240100750"
"COMMUNE_0000000009749739","Géovreisset","GEOVREISSET","01171","Commune simple",830,"14","4","01","84","200042935"
"COMMUNE_0000000009750485","Genouilleux","GENOUILLEUX","01169","Commune simple",651,"08","2","01","84","200070118"
"COMMUNE_0000000009750463","Cerdon","CERDON","01068","Commune simple",771,"16","4","01","84","200029999"
"COMMUNE_0000000009750200","Collonges","COLLONGES","01109","Commune simple",2230,"20","3","01","84","240100750"
"COMMUNE_0000000009749960","Grand-Corent","GRAND-CORENT","01177","Commune simple",184,"18","2","01","84","200071751"
"COMMUNE_0000000009749982","Illiat","ILLIAT","01188","Commune simple",681,"08","2","01","84","200070118"
"COMMUNE_0000000009750217","Leyssard","LEYSSARD","01214","Commune simple",161,"16","4","01","84","200042935"
"COMMUNE_0000000009750470","Saint-Paul-de-Varax","SAINT-PAUL-DE-VARAX","01383","Commune simple",1583,"08","2","01","84","200069193"
"COMMUNE_0000000009751215","Civrieux","CIVRIEUX","01105","Commune simple",1867,"22","2","01","84","200042497"
"COMMUNE_0000000009749334","Foissiat","FOISSIAT","01163","Commune simple",2016,"02","2","01","84","200071751"
"COMMUNE_0000000009749517","Cessy","CESSY","01071","Commune simple",5045,"09","3","01","84","240100750"
"COMMUNE_0000000009751196","Lagnieu","LAGNIEU","01202","Commune simple",7214,"11","1","01","84","240100883"
"COMMUNE_0000002200276462","Plateau d'Hauteville","PLATEAU D'HAUTEVILLE","01185","Commune simple",4824,"10","1","01","84","200042935"
"COMMUNE_0000000009751212","Reyrieux","REYRIEUX","01322","Commune simple",5050,"21","2","01","84","200042497"
"COMMUNE_0000000009750456","Outriaz","OUTRIAZ","01282","Commune simple",258,"10","4","01","84","200042935"
"COMMUNE_0000000009749762","Laiz","LAIZ","01203","Commune simple",1306,"23","2","01","84","200070555"
"COMMUNE_0000000009751753","Neyron","NEYRON","01275","Commune simple",2596,"13","2","01","84","240100800"
"COMMUNE_0000000009750211","Port","PORT","01307","Commune simple",840,"14","4","01","84","200042935"
"COMMUNE_0000000009749741","Sonthonnax-la-Montagne","SONTHONNAX-LA-MONTAGNE","01410","Commune simple",299,"16","4","01","84","200042935"
"COMMUNE_0000000009749985","Cormoranche-sur-Saône","CORMORANCHE-SUR-SAONE","01123","Commune simple",1159,"23","2","01","84","200070555"
"COMMUNE_0000000009749346","Asnières-sur-Saône","ASNIERES-SUR-SAONE","01023","Commune simple",76,"17","2","01","84","200071371"
"COMMUNE_0000000009750484","Guéreins","GUEREINS","01183","Commune simple",1487,"08","2","01","84","200070118"
"COMMUNE_0000000009751461","Saint-Vulbas","SAINT-VULBAS","01390","Commune simple",1247,"11","1","01","84","240100883"
"COMMUNE_0000000009750949","Crans","CRANS","01129","Commune simple",303,"07","2","01","84","200069193"
"COMMUNE_0000000009752237","Murs-et-Gélignieux","MURS-ET-GELIGNIEUX","01268","Commune simple",244,"04","1","01","84","200040350"
"COMMUNE_0000000009750959","Toussieux","TOUSSIEUX","01423","Commune simple",1169,"21","2","01","84","200042497"
"COMMUNE_0000000009749115","Saint-Bénigne","SAINT-BENIGNE","01337","Commune simple",1336,"17","2","01","84","200071371"
"COMMUNE_0000000009751217","Trévoux","TREVOUX","01427","Commune simple",6945,"21","2","01","84","200042497"
"COMMUNE_0000000009750689","Aranc","ARANC","01012","Commune simple",327,"10","1","01","84","200042935"
"COMMUNE_0000000009751183","Artemare","ARTEMARE","01022","Commune simple",1213,"10","1","01","84","200040350"
"COMMUNE_0000000009750707","Lurcy","LURCY","01225","Commune simple",383,"22","2","01","84","200070118"
"COMMUNE_0000000009751444","Cuzieu","CUZIEU","01141","Commune simple",443,"04","1","01","84","200040350"
"COMMUNE_0000000009750475","Relevant","RELEVANT","01319","Commune simple",467,"22","2","01","84","200069193"
"COMMUNE_0000000009750238","Saint-Didier-sur-Chalaronne","SAINT-DIDIER-SUR-CHALARONNE","01348","Commune simple",3003,"08","2","01","84","200070118"
"COMMUNE_0000000009750213","Maillat","MAILLAT","01228","Commune simple",668,"14","4","01","84","200042935"
"COMMUNE_0000000009751728","Andert-et-Condon","ANDERT-ET-CONDON","01009","Commune simple",324,"04","1","01","84","200040350"
"COMMUNE_0000000009750705","Villeneuve","VILLENEUVE","01446","Commune simple",1562,"22","2","01","84","200042497"
"COMMUNE_0000000009750214","Condamine","CONDAMINE","01112","Commune simple",467,"10","4","01","84","200042935"
"COMMUNE_0000000009749981","Biziat","BIZIAT","01046","Commune simple",912,"23","2","01","84","200070555"
"COMMUNE_0000000009749964","Ramasse","RAMASSE","01317","Commune simple",331,"18","2","01","84","200071751"
"COMMUNE_0000000009751972","Arboys en Bugey","ARBOYS EN BUGEY","01015","Commune simple",663,"04","1","01","84","200040350"
"COMMUNE_0000000009751745","Loyettes","LOYETTES","01224","Commune simple",3296,"11","1","01","84","240100883"
"COMMUNE_0000000009751464","Charnoz-sur-Ain","CHARNOZ-SUR-AIN","01088","Commune simple",902,"11","1","01","84","240100883"
"COMMUNE_0000000009750951","Joyeux","JOYEUX","01198","Commune simple",266,"12","1","01","84","240100883"
"COMMUNE_0000000009749959","Brion","BRION","01063","Commune simple",561,"14","4","01","84","200042935"
"COMMUNE_0000000009752242","Brégnier-Cordon","BREGNIER-CORDON","01058","Commune simple",819,"04","1","01","84","200040350"
"COMMUNE_0000000009749978","Chanoz-Châtenay","CHANOZ-CHATENAY","01084","Commune simple",921,"23","2","01","84","200070555"
"COMMUNE_0000000009749559","Replonges","REPLONGES","01320","Commune simple",3833,"17","2","01","84","200071371"
"COMMUNE_0000000009750955","Birieux","BIRIEUX","01045","Commune simple",285,"22","2","01","84","200069193"
"COMMUNE_0000000009749290","Divonne-les-Bains","DIVONNE-LES-BAINS","01143","Commune simple",9999,"09","3","01","84","240100750"
"COMMUNE_0000000009750945","Saint-Maurice-de-Rémens","SAINT-MAURICE-DE-REMENS","01379","Commune simple",762,"01","1","01","84","240100883"
"COMMUNE_0000000009749728","Saint-Genis-Pouilly","SAINT-GENIS-POUILLY","01354","Commune simple",14274,"19","3","01","84","240100750"
"COMMUNE_0000000009749555","Bâgé-le-Châtel","BAGE-LE-CHATEL","01026","Commune simple",977,"17","2","01","84","200071371"
"COMMUNE_0000000009750225","Montagnat","MONTAGNAT","01254","Commune simple",2142,"07","2","01","84","200071751"
"COMMUNE_0000000009751202","Saint-Éloi","SAINT-ELOI","01349","Commune simple",523,"12","1","01","84","240100883"
"COMMUNE_0000000009750468","Druillat","DRUILLAT","01151","Commune simple",1139,"07","2","01","84","200071751"
"COMMUNE_0000000009751720","Pollieu","POLLIEU","01302","Commune simple",165,"04","1","01","84","200040350"
"COMMUNE_0000000009750701","Marlieux","MARLIEUX","01235","Commune simple",1179,"08","2","01","84","200069193"
"COMMUNE_0000000009750454","Brénod","BRENOD","01060","Commune simple",486,"10","4","01","84","200042935"
"COMMUNE_0000000009751194","Vaux-en-Bugey","VAUX-EN-BUGEY","01431","Commune simple",1224,"01","1","01","84","240100883"
"COMMUNE_0000000009749966","Saint-Just","SAINT-JUST","01369","Commune simple",955,"07","2","01","84","200071751"
"COMMUNE_0000000009749106","Cormoz","CORMOZ","01124","Commune simple",702,"18","2","01","84","200071751"
"COMMUNE_0000000009749980","Saint-André-d'Huiriat","SAINT-ANDRE-D'HUIRIAT","01334","Commune simple",680,"23","2","01","84","200070555"
"COMMUNE_0000000009750449","Billiat","BILLIAT","01044","Commune simple",628,"03","4","01","84","240100891"
"COMMUNE_0000002200276465","Arvière-en-Valromey","ARVIERE-EN-VALROMEY","01453","Commune simple",712,"10","1","01","84","200040350"
"COMMUNE_0000000009749338","Béréziat","BEREZIAT","01040","Commune simple",480,"02","2","01","84","200071751"
"COMMUNE_0000000009749944","Challex","CHALLEX","01078","Commune simple",1597,"20","3","01","84","240100750"
"COMMUNE_0000000009750467","La Tranclière","LA TRANCLIERE","01425","Commune simple",284,"07","2","01","84","200071751"
"COMMUNE_0000002200276464","Magnieu","MAGNIEU","01227","Commune simple",642,"04","1","01","84","200040350"
"COMMUNE_0000000009751208","Bourg-Saint-Christophe","BOURG-SAINT-CHRISTOPHE","01054","Commune simple",1482,"12","1","01","84","240100883"
"COMMUNE_0000000009749557","Saint-Laurent-sur-Saône","SAINT-LAURENT-SUR-SAONE","01370","Commune simple",1674,"23","2","01","84","200070308"
"COMMUNE_0000000009750228","Péronnas","PERONNAS","01289","Commune simple",6460,"06","2","01","84","200071751"
"COMMUNE_0000000009751178","Anglefort","ANGLEFORT","01010","Commune simple",1101,"10","1","01","84","200070852"
"COMMUNE_0000000009751468","Balan","BALAN","01027","Commune simple",2647,"12","2","01","84","240100610"
"COMMUNE_0000000009751736","Briord","BRIORD","01064","Commune simple",1095,"11","1","01","84","240100883"
"COMMUNE_0000000009750686","Izenave","IZENAVE","01191","Commune simple",152,"10","4","01","84","200042935"
"COMMUNE_0000000009750212","Peyriat","PEYRIAT","01293","Commune simple",145,"16","4","01","84","200042935"
"COMMUNE_0000000009749733","Chézery-Forens","CHEZERY-FORENS","01104","Commune simple",453,"20","3","01","84","240100750"
"COMMUNE_0000000009751214","Massieux","MASSIEUX","01238","Commune simple",2709,"21","2","01","84","200042497"
"COMMUNE_0000000009751735","Lhuis","LHUIS","01216","Commune simple",893,"11","1","01","84","240100883"
"COMMUNE_0000000009749333","Marboz","MARBOZ","01232","Commune simple",2275,"18","2","01","84","200071751"
"COMMUNE_0000000009749291","Vesancy","VESANCY","01436","Commune simple",492,"09","3","01","84","240100750"
"COMMUNE_0000000009749961","Cize","CIZE","01106","Commune simple",178,"18","2","01","84","200071751"
"COMMUNE_0000000009749331","Pirajoux","PIRAJOUX","01296","Commune simple",413,"18","2","01","84","200071751"
"COMMUNE_0000000009750483","Montceaux","MONTCEAUX","01258","Commune simple",1194,"08","2","01","84","200070118"
"COMMUNE_0000000009749542","Courmangoux","COURMANGOUX","01127","Commune simple",506,"18","2","01","84","200071751"
"COMMUNE_0000000009749953","Montréal-la-Cluse","MONTREAL-LA-CLUSE","01265","Commune simple",3499,"14","4","01","84","200042935"
"COMMUNE_0000000009750234","Neuville-les-Dames","NEUVILLE-LES-DAMES","01272","Commune simple",1490,"08","2","01","84","200069193"
"COMMUNE_0000000009750698","Châtenay","CHATENAY","01090","Commune simple",361,"07","2","01","84","200069193"
"COMMUNE_0000000009749118","Arbigny","ARBIGNY","01016","Commune simple",458,"17","2","01","84","200071371"
"COMMUNE_0000000009751467","Béligneux","BELIGNEUX","01032","Commune simple",3414,"12","2","01","84","240100610"
"COMMUNE_0000000009749759","Saint-Cyr-sur-Menthon","SAINT-CYR-SUR-MENTHON","01343","Commune simple",1822,"23","2","01","84","200070555"
"COMMUNE_0000000009749325","Verjon","VERJON","01432","Commune simple",333,"18","2","01","84","200071751"
"COMMUNE_0000000009749519","Échenevex","ECHENEVEX","01153","Commune simple",2123,"20","3","01","84","240100750"
"COMMUNE_0000000009749345","Boz","BOZ","01057","Commune simple",514,"17","2","01","84","200071371"
"COMMUNE_0000000009750690","Nivollet-Montgriffon","NIVOLLET-MONTGRIFFON","01277","Commune simple",115,"01","1","01","84","240100883"
"COMMUNE_0000000009750944","Ambérieu-en-Bugey","AMBERIEU-EN-BUGEY","01004","Commune simple",14288,"01","1","01","84","240100883"
"COMMUNE_0000000009750948","Rignieux-le-Franc","RIGNIEUX-LE-FRANC","01325","Commune simple",1065,"12","1","01","84","240100883"
"COMMUNE_0000000009749979","Saint-Julien-sur-Veyle","SAINT-JULIEN-SUR-VEYLE","01368","Commune simple",842,"23","2","01","84","200070555"
"COMMUNE_0000000009750465","Pont-d'Ain","PONT-D'AIN","01304","Commune simple",2904,"16","4","01","84","200029999"
"COMMUNE_0000000009751200","Chazey-sur-Ain","CHAZEY-SUR-AIN","01099","Commune simple",1590,"11","1","01","84","240100883"
"COMMUNE_0000000009750950","Versailleux","VERSAILLEUX","01434","Commune simple",488,"07","2","01","84","200069193"
"COMMUNE_0000000009752240","Groslée-Saint-Benoit","GROSLEE-SAINT-BENOIT","01338","Commune simple",1245,"04","1","01","84","200040350"
"COMMUNE_0000000009749977","Chaveyriat","CHAVEYRIAT","01096","Commune simple",1033,"23","2","01","84","200070555"
"COMMUNE_0000000009750937","Saint-Rambert-en-Bugey","SAINT-RAMBERT-EN-BUGEY","01384","Commune simple",2172,"01","1","01","84","240100883"
"COMMUNE_0000000009749732","Saint-Jean-de-Gonville","SAINT-JEAN-DE-GONVILLE","01360","Commune simple",1934,"20","3","01","84","240100750"
"COMMUNE_0000000009749737","Oyonnax","OYONNAX","01283","Commune simple",22271,"15","4","01","84","200042935"
"COMMUNE_0000000009750947","Château-Gaillard","CHATEAU-GAILLARD","01089","Commune simple",2254,"01","1","01","84","240100883"
"COMMUNE_0000000009749729","Prévessin-Moëns","PREVESSIN-MOENS","01313","Commune simple",8948,"19","3","01","84","240100750"
"COMMUNE_0000000009749326","Salavre","SALAVRE","01391","Commune simple",273,"18","2","01","84","200071751"
"COMMUNE_0000000009751204","Meximieux","MEXIMIEUX","01244","Commune simple",7998,"12","1","01","84","240100883"
"COMMUNE_0000000009750231","Saint-André-le-Bouchoux","SAINT-ANDRE-LE-BOUCHOUX","01335","Commune simple",410,"08","2","01","84","200069193"
"COMMUNE_0000000009751201","Villieu-Loyes-Mollon","VILLIEU-LOYES-MOLLON","01450","Commune simple",3755,"11","1","01","84","240100883"
"COMMUNE_0000000009748892","Vernoux","VERNOUX","01433","Commune simple",306,"17","2","01","84","200071751"
"COMMUNE_0000000009751436","Lavours","LAVOURS","01208","Commune simple",135,"04","1","01","84","200040350"
"COMMUNE_0000000009749738","Groissiat","GROISSIAT","01181","Commune simple",1241,"14","4","01","84","200042935"
"COMMUNE_0000000009749742","Samognat","SAMOGNAT","01392","Commune simple",654,"16","4","01","84","200042935"
"COMMUNE_0000000009749343","Ozan","OZAN","01284","Commune simple",700,"17","2","01","84","200071371"
"COMMUNE_0000000009751203","Pérouges","PEROUGES","01290","Commune simple",1309,"12","1","01","84","240100883"
"COMMUNE_0000000009750466","Neuville-sur-Ain","NEUVILLE-SUR-AIN","01273","Commune simple",1799,"16","4","01","84","200029999"
"COMMUNE_0000000009750700","Le Plantay","LE PLANTAY","01299","Commune simple",589,"07","2","01","84","200069193"
"COMMUNE_0000000009750927","Corbonod","CORBONOD","01118","Commune simple",1279,"10","1","01","84","200070852"
"COMMUNE_0000000009749116","Pont-de-Vaux","PONT-DE-VAUX","01305","Commune simple",2195,"17","2","01","84","200071371"
"COMMUNE_0000000009749530","Dortan","DORTAN","01148","Commune simple",1892,"16","4","01","84","200042935"
"COMMUNE_0000000009749743","Matafelon-Granges","MATAFELON-GRANGES","01240","Commune simple",628,"16","4","01","84","200042935"
"COMMUNE_0000000009749967","Jasseron","JASSERON","01195","Commune simple",1822,"18","2","01","84","200071751"
"COMMUNE_0000002200276463","Surjoux-Lhopital","SURJOUX-LHOPITAL","01215","Commune simple",143,"03","4","01","84","240100891"
"COMMUNE_0000000009749974","Buellas","BUELLAS","01065","Commune simple",1825,"02","2","01","84","200071751"
"COMMUNE_0000000009750206","Le Poizat-Lalleyriat","LE POIZAT-LALLEYRIAT","01204","Commune simple",746,"14","4","01","84","200042935"
"COMMUNE_0000000009749335","Saint-Julien-sur-Reyssouze","SAINT-JULIEN-SUR-REYSSOUZE","01367","Commune simple",726,"17","2","01","84","200071751"
"COMMUNE_0000000009749111","Courtes","COURTES","01128","Commune simple",301,"17","2","01","84","200071751"
"COMMUNE_0000000009749332","Coligny","COLIGNY","01108","Commune simple",1161,"18","2","01","84","200071751"
"COMMUNE_0000000009749755","Saint-Genis-sur-Menthon","SAINT-GENIS-SUR-MENTHON","01355","Commune simple",484,"23","2","01","84","200070555"
"COMMUNE_0000000009750696","Priay","PRIAY","01314","Commune simple",1725,"16","4","01","84","200029999"
"COMMUNE_0000000009748897","Sermoyer","SERMOYER","01402","Commune simple",650,"17","2","01","84","200071371"
"COMMUNE_0000000009750472","Saint-Germain-sur-Renon","SAINT-GERMAIN-SUR-RENON","01359","Commune simple",251,"08","2","01","84","200069193"
"COMMUNE_0000000009751472","La Boisse","LA BOISSE","01049","Commune simple",3335,"13","2","01","84","240100610"
